Duty No,Sign On Time,Sign On Loc,Sign Off Loc,Sign Off Time,Driving Hrs,Duty Hrs,Same Jurisdiction,Rake Num,Start Stn,Start Time,End Stn,End Time,Service Duration,Break,StepBack Rake
454,,,,,,,,331,BCGN,21:37,YBD,22:19,42,0,No StepBack
,,,,,,,,,,,,,
251,15:08,DW DN,DW DN,22:43,05:47,07:35,Yes,312,DW DN,15:23,YB DN,16:19,56,0,No StepBack
251,,,,,,,,312,YB DN,16:19,YB UP,17:51,92,53,315
251,,,,,,,,314,YB DN,18:44,YB UP,20:16,92,0,322
251,,,,,,,,322,YB UP,20:16,DW UP,21:12,56,30,No StepBack
251,,,,,,,,318,DW UP,21:42,DW DN,22:33,51,0,312
,,,,,,,,,,,,,
455,15:11,YB UP,YB DN,23:04,05:28,07:53,Yes,301,YB UP,15:26,DW UP,16:22,56,0,No StepBack
455,,,,,,,,301,DW UP,16:22,DW DN,17:14,52,50,329
455,,,,,,,,321,DW DN,18:04,YB DN,19:01,57,31,No StepBack
455,,,,,,,,329,YB UP,19:32,DW UP,20:28,56,39,No StepBack
455,,,,,,,,311,DW UP,21:07,DW DN,21:58,51,0,322
455,,,,,,,,322,DW DN,21:58,YB DN,22:54,56,0,No StepBack
,,,,,,,,,,,,,
252,15:17,DW UP,DW DN,22:52,05:10,07:35,Yes,332,DW UP,15:32,DW DN,16:24,52,0,331
252,,,,,,,,331,DW DN,16:24,YB DN,17:20,56,34,No StepBack
252,,,,,,,,334,YB DN,17:54,YB UP,18:41,47,53,301
252,,,,,,,,311,YB DN,19:34,YB UP,20:22,48,0,307
252,,,,,,,,307,YB UP,20:22,DW UP,21:18,56,33,No StepBack
252,,,,,,,,312,DW UP,21:51,DW DN,22:42,51,0,330
,,,,,,,,,,,,,
253,15:24,DW DN,NFD,23:24,05:27,08:00,Yes,333,DW DN,15:39,YB DN,16:35,56,31,No StepBack
253,,,,,,,,307,YB UP,17:06,DW UP,18:02,56,0,No StepBack
253,,,,,,,,307,DW UP,18:02,DW DN,18:55,53,56,324
253,,,,,,,,304,DW DN,19:51,YB DN,20:47,56,31,No StepBack
253,,,,,,,,303,YB UP,21:18,DW UP,22:14,56,0,No StepBack
253,,,,,,,,303,DW UP,22:14,DSTO,22:39,25,0,No StepBack
253,,,,,,,,303,DSTO,22:39,NFD,23:04,25,0,No StepBack
,,,,,,,,,,,,,
456,15:28,YB UP,YBD,23:20,05:18,07:52,Yes,320,YB UP,15:43,DW UP,16:39,56,0,No StepBack
456,,,,,,,,320,DW UP,16:39,DW DN,17:31,52,61,328
456,,,,,,,,319,DW DN,18:32,YB DN,19:28,56,0,No StepBack
456,,,,,,,,319,YB DN,19:28,YB UP,21:01,93,58,330
456,,,,,,,,325,YB DN,21:59,VASI,22:16,17,6,No StepBack
456,,,,,,,,325,VASI,22:22,LN,22:35,13,0,No StepBack
456,,,,,,,,325,LN,22:35,YBD,23:00,25,0,No StepBack
,,,,,,,,,,,,,
457,15:47,YB DN,NESY,23:17,05:16,07:30,Yes,327,YB DN,16:02,YB UP,16:50,48,47,336
457,,,,,,,,306,YB DN,17:37,YB UP,19:09,92,0,305
457,,,,,,,,305,YB UP,19:09,DW UP,20:05,56,52,No StepBack
457,,,,,,,,327,DW DN,20:57,YB DN,21:53,56,0,No StepBack
457,,,,,,,,327,YB DN,21:53,NECC,22:32,39,0,No StepBack
457,,,,,,,,327,NECC,22:32,NESY,22:57,25,0,No StepBack
,,,,,,,,,,,,,
458,16:15,YB DN,YB UP,23:28,05:00,07:13,Yes,315,YB DN,16:30,YB UP,18:02,92,0,316
458,,,,,,,,316,YB UP,18:02,DW UP,18:58,56,75,No StepBack
458,,,,,,,,334,DW DN,20:13,YB DN,21:09,56,33,No StepBack
458,,,,,,,,328,YB DN,21:42,NECC,22:22,40,18,No StepBack
458,,,,,,,,328,NECC,22:40,YB UP,23:18,38,0,No StepBack
,,,,,,,,,,,,,
459,16:29,YB UP,NESY,23:47,04:48,07:18,Yes,317,YB UP,16:44,DW UP,17:40,56,30,No StepBack
459,,,,,,,,333,DW DN,18:10,YB DN,19:06,56,50,No StepBack
459,,,,,,,,327,YB UP,19:56,DW UP,20:52,56,35,No StepBack
459,,,,,,,,323,DW DN,21:27,YB DN,22:23,56,0,No StepBack
459,,,,,,,,323,YB DN,22:23,NECC,23:02,39,0,No StepBack
459,,,,,,,,323,NECC,23:02,NESY,23:27,25,0,No StepBack
,,,,,,,,,,,,,
460,16:32,YB DN,YB UP,23:48,05:04,07:16,Yes,326,YB DN,16:47,YB UP,17:34,47,73,319
460,,,,,,,,335,YB UP,18:47,DW UP,19:43,56,0,No StepBack
460,,,,,,,,335,DW UP,19:43,DW DN,20:35,52,34,306
460,,,,,,,,329,DW DN,21:09,YB DN,22:05,56,0,No StepBack
460,,,,,,,,329,YB DN,22:05,NECC,22:44,39,16,No StepBack
460,,,,,,,,329,NECC,23:00,YB UP,23:38,38,0,No StepBack
,,,,,,,,,,,,,
254,16:35,DW UP,DW DN,23:43,05:02,07:08,Yes,328,DW UP,16:50,DW DN,17:42,52,0,309
254,,,,,,,,309,DW DN,17:42,YB DN,18:38,56,34,No StepBack
254,,,,,,,,323,YB DN,19:12,YB UP,19:58,46,0,336
254,,,,,,,,336,YB UP,19:58,DW UP,20:54,56,0,No StepBack
254,,,,,,,,336,DW UP,20:54,DW DN,21:40,46,67,314
254,,,,,,,,301,DW UP,22:47,DSTO,23:06,19,9,No StepBack
254,,,,,,,,301,DSTO,23:15,DW DN,23:33,18,0,No StepBack
,,,,,,,,,,,,,
461,16:37,YB DN,NESY,24:00,05:22,07:23,Yes,313,YB DN,16:52,YB UP,18:25,93,55,302
461,,,,,,,,325,YB UP,19:20,DW UP,20:16,56,0,No StepBack
461,,,,,,,,325,DW UP,20:16,DW DN,21:09,53,31,329
461,,,,,,,,314,DW DN,21:40,YB DN,22:36,56,0,No StepBack
461,,,,,,,,314,YB DN,22:36,NECC,23:15,39,0,No StepBack
461,,,,,,,,314,NECC,23:15,NESY,23:40,25,0,No StepBack
,,,,,,,,,,,,,
462,16:40,YB UP,YB UP,24:07,05:06,07:27,Yes,310,YB UP,16:55,DW UP,17:51,56,30,No StepBack
462,,,,,,,,317,DW DN,18:21,YB DN,19:17,56,51,No StepBack
462,,,,,,,,318,YB DN,20:08,YB UP,20:55,47,0,312
462,,,,,,,,312,YB UP,20:55,DW UP,21:51,56,35,No StepBack
462,,,,,,,,318,DW DN,22:26,YB DN,23:22,56,0,No StepBack
462,,,,,,,,318,YB DN,23:22,VASI,23:39,17,3,No StepBack
462,,,,,,,,318,VASI,23:42,YB UP,23:57,15,0,No StepBack
,,,,,,,,,,,,,
255,16:42,DW DN,NFD,24:11,05:02,07:29,Yes,334,DW DN,16:57,YB DN,17:54,57,31,No StepBack
255,,,,,,,,302,YB UP,18:25,DW UP,19:21,56,50,No StepBack
255,,,,,,,,309,DW UP,20:11,DW DN,21:03,52,0,325
255,,,,,,,,325,DW DN,21:03,YB DN,21:59,56,31,No StepBack
255,,,,,,,,334,YB UP,22:30,DW UP,23:26,56,0,No StepBack
255,,,,,,,,334,DW UP,23:26,NFD,23:51,25,0,No StepBack
,,,,,,,,,,,,,
463,16:48,YB DN,YB DN,23:56,04:55,07:08,Yes,302,YB DN,17:03,YB UP,18:36,93,47,332
463,,,,,,,,336,YB DN,19:23,YB UP,20:11,48,0,311
463,,,,,,,,311,YB UP,20:11,DW UP,21:07,56,61,No StepBack
463,,,,,,,,324,DW UP,22:08,DSTO,22:27,19,5,No StepBack
463,,,,,,,,324,DSTO,22:32,DW DN,22:50,18,0,No StepBack
463,,,,,,,,324,DW DN,22:50,YB DN,23:46,56,0,No StepBack
,,,,,,,,,,,,,
256,16:48,DW DN,NFD,23:43,04:41,06:55,Yes,325,DW DN,17:03,YB DN,17:59,56,0,No StepBack
256,,,,,,,,325,YB DN,17:59,YB UP,19:32,93,67,329
256,,,,,,,,317,YB UP,20:39,DW UP,21:35,56,0,No StepBack
256,,,,,,,,317,DW UP,21:35,DW DN,22:26,51,32,318
256,,,,,,,,335,DW UP,22:58,NFD,23:23,25,0,No StepBack
,,,,,,,,,,,,,
464,16:54,YB DN,NECC,22:09,03:19,05:15,Yes,330,YB DN,17:09,YB UP,17:57,48,33,331
464,,,,,,,,334,YB UP,18:30,DW UP,19:26,56,58,No StepBack
464,,,,,,,,310,DW DN,20:24,YB DN,21:20,56,0,No StepBack
464,,,,,,,,310,YB DN,21:20,NECC,21:59,39,0,No StepBack
,,,,,,,,,,,,,
465,16:59,YB DN,YBD,24:24,05:19,07:25,Yes,332,YB DN,17:14,YB UP,18:47,93,50,335
465,,,,,,,,321,YB UP,19:37,DW UP,20:33,56,0,No StepBack
465,,,,,,,,321,DW UP,20:33,DW DN,21:27,54,41,323
465,,,,,,,,333,DW DN,22:08,YB DN,23:04,56,0,No StepBack
465,,,,,,,,333,YB DN,23:04,VASI,23:21,17,3,No StepBack
465,,,,,,,,333,VASI,23:24,LN,23:39,15,0,No StepBack
465,,,,,,,,333,LN,23:39,YBD,24:04,25,0,No StepBack
,,,,,,,,,,,,,
466,17:03,YB UP,YB UP,22:50,03:23,05:47,Yes,324,YB UP,17:18,DW UP,18:14,56,73,No StepBack
466,,,,,,,,315,DW DN,19:27,YB DN,20:23,56,46,No StepBack
466,,,,,,,,334,YB DN,21:09,YB UP,22:40,91,0,310
,,,,,,,,,,,,,
467,17:11,YB DN,NESY,24:38,05:18,07:27,Yes,335,YB DN,17:26,YB UP,18:58,92,0,306
467,,,,,,,,306,YB UP,18:58,DW UP,19:54,56,50,No StepBack
467,,,,,,,,323,DW UP,20:44,DW DN,21:34,50,0,336
467,,,,,,,,336,DW DN,21:34,YB DN,22:30,56,44,No StepBack
467,,,,,,,,317,YB DN,23:14,NECC,23:53,39,0,No StepBack
467,,,,,,,,317,NECC,23:53,NESY,24:18,25,0,No StepBack
,,,,,,,,,,,,,
257,17:14,DW UP,NFD,24:37,05:21,07:23,Yes,323,DW UP,17:29,DW DN,18:21,52,34,317
257,,,,,,,,324,DW DN,18:55,YB DN,19:51,56,0,No StepBack
257,,,,,,,,324,YB DN,19:51,YB UP,21:21,90,53,326
257,,,,,,,,321,YB DN,22:14,VASI,22:31,17,9,No StepBack
257,,,,,,,,321,VASI,22:40,YB UP,22:56,16,0,No StepBack
257,,,,,,,,321,YB UP,22:56,DW UP,23:52,56,0,No StepBack
257,,,,,,,,321,DW UP,23:52,NFD,24:17,25,0,No StepBack
,,,,,,,,,,,,,
258,17:16,DW DN,NFD,24:18,04:31,07:02,Yes,328,DW DN,17:31,YB DN,18:27,56,50,No StepBack
258,,,,,,,,317,YB DN,19:17,YB UP,20:50,93,31,319
258,,,,,,,,326,YB UP,21:21,DW UP,22:17,56,0,No StepBack
258,,,,,,,,326,DW UP,22:17,DSTO,22:36,19,4,No StepBack
258,,,,,,,,326,DSTO,22:40,DW DN,22:58,18,35,No StepBack
258,,,,,,,,301,DW UP,23:33,NFD,23:58,25,0,No StepBack
,,,,,,,,,,,,,
468,17:16,YB DN,YBD,24:38,04:49,07:22,Yes,303,YB DN,17:31,YB UP,18:19,48,0,308
468,,,,,,,,308,YB UP,18:19,DW UP,19:15,56,52,No StepBack
468,,,,,,,,305,DW DN,20:07,YB DN,21:03,56,0,No StepBack
468,,,,,,,,305,YB DN,21:03,YB UP,21:51,48,32,301
468,,,,,,,,302,YB UP,22:23,DW UP,23:19,56,34,No StepBack
468,,,,,,,,320,DW UP,23:53,YBD,24:18,25,0,No StepBack
,,,,,,,,,,,,,
259,17:25,DW UP,DSTO DN,24:36,05:05,07:11,Yes,317,DW UP,17:40,DW DN,18:27,47,59,336
259,,,,,,,,334,DW UP,19:26,DW DN,20:18,52,0,301
259,,,,,,,,301,DW DN,20:18,YB DN,21:15,57,32,No StepBack
259,,,,,,,,309,YB DN,21:47,VASI,22:04,17,16,No StepBack
259,,,,,,,,309,VASI,22:20,YB UP,22:36,16,0,No StepBack
259,,,,,,,,309,YB UP,22:36,DW UP,23:32,56,0,No StepBack
259,,,,,,,,309,DW UP,23:32,DSTO,23:51,19,0,No StepBack
259,,,,,,,,309,DSTO,23:51,DSTO DN,24:16,25,0,No StepBack
,,,,,,,,,,,,,
469,17:27,YB DN,YBD,24:05,04:27,06:38,Yes,308,YB DN,17:42,YB UP,18:30,48,31,334
469,,,,,,,,321,YB DN,19:01,YB UP,19:48,47,0,323
469,,,,,,,,323,YB UP,19:48,DW UP,20:44,56,65,No StepBack
469,,,,,,,,311,DW DN,21:49,YB DN,22:45,56,0,No StepBack
469,,,,,,,,311,YB DN,22:45,VASI,23:02,17,3,No StepBack
469,,,,,,,,311,VASI,23:05,LN,23:20,15,0,No StepBack
469,,,,,,,,311,LN,23:20,YBD,23:45,25,0,No StepBack
,,,,,,,,,,,,,
470,17:36,YB UP,YBD,24:58,05:18,07:22,Yes,315,YB UP,17:51,DW UP,18:47,56,0,No StepBack
470,,,,,,,,315,DW UP,18:47,DW DN,19:39,52,51,331
470,,,,,,,,335,DW DN,20:30,YB DN,21:26,56,0,No StepBack
470,,,,,,,,335,YB DN,21:26,YB UP,22:16,50,38,320
470,,,,,,,,322,YB DN,22:54,NECC,23:33,39,5,No StepBack
470,,,,,,,,322,NECC,23:38,YBD,24:38,60,0,No StepBack
,,,,,,,,,,,,,
260,17:38,DW DN,DW DN,24:18,04:17,06:40,Yes,310,DW DN,17:53,YB DN,18:49,56,0,No StepBack
260,,,,,,,,310,YB DN,18:49,YB UP,19:37,48,53,321
260,,,,,,,,332,YB DN,20:30,YB UP,21:18,48,33,303
260,,,,,,,,301,YB UP,21:51,DW UP,22:47,56,32,No StepBack
260,,,,,,,,302,DW UP,23:19,DSTO,23:38,19,12,No StepBack
260,,,,,,,,302,DSTO,23:50,DW DN,24:08,18,0,No StepBack
,,,,,,,,,,,,,
261,17:44,DW DN,NFD,24:33,04:29,06:49,Yes,322,DW DN,17:59,YB DN,18:55,56,0,No StepBack
261,,,,,,,,322,YB DN,18:55,YB UP,20:27,92,65,333
261,,,,,,,,308,YB UP,21:32,DW UP,22:28,56,0,No StepBack
261,,,,,,,,308,DW UP,22:28,DSTO,22:47,19,3,No StepBack
261,,,,,,,,308,DSTO,22:50,DW DN,23:08,18,40,No StepBack
261,,,,,,,,304,DW UP,23:48,NFD,24:13,25,0,No StepBack
,,,,,,,,,,,,,
471,17:50,YB DN,YB SDG,24:57,04:34,07:07,Yes,301,YB DN,18:05,YB UP,18:52,47,34,304
471,,,,,,,,310,YB UP,19:26,DW UP,20:22,56,50,No StepBack
471,,,,,,,,322,DW UP,21:12,DW DN,22:08,56,34,333
471,,,,,,,,330,DW DN,22:42,YB DN,23:38,56,0,No StepBack
471,,,,,,,,330,YB DN,23:38,VASI,23:55,17,2,No StepBack
471,,,,,,,,330,VASI,23:57,LN,24:12,15,0,No StepBack
471,,,,,,,,330,LN,24:12,YB SDG,24:37,25,0,No StepBack
,,,,,,,,,,,,,
262,17:59,DW UP,DW DN,25:03,05:02,07:04,Yes,324,DW UP,18:14,DW DN,19:06,52,54,326
262,,,,,,,,328,DW UP,20:00,DW DN,20:51,51,0,309
262,,,,,,,,309,DW DN,20:51,YB DN,21:47,56,43,No StepBack
262,,,,,,,,336,YB DN,22:30,VASI,22:47,17,13,No StepBack
262,,,,,,,,336,VASI,23:00,YB UP,23:16,16,0,No StepBack
262,,,,,,,,336,YB UP,23:16,DW UP,24:12,56,0,No StepBack
262,,,,,,,,336,DW UP,24:12,DSTO,24:31,19,4,No StepBack
262,,,,,,,,336,DSTO,24:35,DW DN,24:53,18,0,No StepBack
,,,,,,,,,,,,,
472,18:01,YB DN,VASI DN,25:16,04:52,07:15,Yes,304,YB DN,18:16,YB UP,19:04,48,61,328
472,,,,,,,,314,YB UP,20:05,DW UP,21:01,56,0,No StepBack
472,,,,,,,,314,DW UP,21:01,DW DN,21:49,48,47,311
472,,,,,,,,305,DW UP,22:36,DSTO,22:55,19,5,No StepBack
472,,,,,,,,305,DSTO,23:00,DW DN,23:18,18,0,No StepBack
472,,,,,,,,305,DW DN,23:18,YB DN,24:14,56,0,No StepBack
472,,,,,,,,305,YB DN,24:14,VASI,24:31,17,0,No StepBack
472,,,,,,,,305,VASI,24:31,VASI DN,24:56,25,0,No StepBack
,,,,,,,,,,,,,
263,18:01,DW DN,DW 3RD,25:03,04:31,07:02,Yes,323,DW DN,18:16,YB DN,19:12,56,50,No StepBack
263,,,,,,,,326,YB DN,20:02,YB UP,21:32,90,36,308
263,,,,,,,,304,YB UP,22:08,DW UP,23:04,56,0,No StepBack
263,,,,,,,,304,DW UP,23:04,DSTO,23:23,19,7,No StepBack
263,,,,,,,,304,DSTO,23:30,DW DN,23:48,18,30,No StepBack
263,,,,,,,,310,DW UP,24:18,DW 3RD,24:43,25,0,No StepBack
,,,,,,,,,,,,,
473,18:06,YB DN,NECC DN,25:28,05:19,07:22,Yes,320,YB DN,18:21,YB UP,19:56,95,56,327
473,,,,,,,,313,YB DN,20:52,YB UP,21:40,48,0,305
473,,,,,,,,305,YB UP,21:40,DW UP,22:36,56,32,No StepBack
473,,,,,,,,308,DW DN,23:08,YB DN,24:04,56,0,No StepBack
473,,,,,,,,308,YB DN,24:04,NECC,24:43,39,0,No StepBack
473,,,,,,,,308,NECC,24:43,NECC DN,25:08,25,0,No StepBack
,,,,,,,,,,,,,
264,18:11,DW UP,NFD,23:48,03:39,05:37,Yes,318,DW UP,18:26,DW DN,19:23,57,33,312
264,,,,,,,,313,DW DN,19:56,YB DN,20:52,56,50,No StepBack
264,,,,,,,,315,YB UP,21:42,DW UP,22:38,56,0,No StepBack
264,,,,,,,,315,DW UP,22:38,DSTO,23:03,25,0,No StepBack
264,,,,,,,,315,DSTO,23:03,NFD,23:28,25,0,No StepBack
,,,,,,,,,,,,,
265,18:21,DW UP,DW DN,25:25,04:56,07:04,Yes,312,DW UP,18:36,DW DN,19:27,51,35,315
265,,,,,,,,302,DW DN,20:02,YB DN,20:58,56,0,No StepBack
265,,,,,,,,302,YB DN,20:58,YB UP,22:30,92,68,334
265,,,,,,,,329,YB UP,23:38,DW UP,24:34,56,0,No StepBack
265,,,,,,,,329,DW UP,24:34,DSTO,24:53,19,4,No StepBack
265,,,,,,,,329,DSTO,24:57,DW DN,25:15,18,0,No StepBack
,,,,,,,,,,,,,
474,18:23,YB DN,NESY,24:53,04:34,06:30,Yes,309,YB DN,18:38,YB UP,19:26,48,30,310
474,,,,,,,,316,YB DN,19:56,YB UP,20:45,49,0,318
474,,,,,,,,318,YB UP,20:45,DW UP,21:42,57,51,No StepBack
474,,,,,,,,312,DW DN,22:33,YB DN,23:29,56,0,No StepBack
474,,,,,,,,312,YB DN,23:29,NECC,24:08,39,0,No StepBack
474,,,,,,,,312,NECC,24:08,NESY,24:33,25,0,No StepBack
,,,,,,,,,,,,,
475,18:26,YB UP,NSST SDG,25:10,04:44,06:44,Yes,301,YB UP,18:41,DW UP,19:37,56,0,No StepBack
475,,,,,,,,301,DW UP,19:37,DW DN,20:30,53,53,335
475,,,,,,,,333,DW UP,21:23,DW DN,22:18,55,0,317
475,,,,,,,,317,DW DN,22:18,YB DN,23:14,56,32,No StepBack
475,,,,,,,,324,YB DN,23:46,NECC,24:25,39,0,No StepBack
475,,,,,,,,324,NECC,24:25,NSST SDG,24:50,25,0,No StepBack
,,,,,,,,,,,,,
266,18:29,DW DN,NFD,25:18,04:30,06:49,Yes,330,DW DN,18:44,YB DN,19:40,56,0,No StepBack
266,,,,,,,,330,YB DN,19:40,YB UP,21:12,92,64,324
266,,,,,,,,320,YB UP,22:16,DW UP,23:12,56,0,No StepBack
266,,,,,,,,320,DW UP,23:12,DSTO,23:31,19,4,No StepBack
266,,,,,,,,320,DSTO,23:35,DW DN,23:53,18,40,No StepBack
266,,,,,,,,306,DW UP,24:33,NFD,24:58,25,0,No StepBack
,,,,,,,,,,,,,
267,18:38,DW UP,NFD,24:53,03:56,06:15,Yes,331,DW UP,18:53,DW DN,19:45,52,0,303
267,,,,,,,,303,DW DN,19:45,YB DN,20:41,56,34,No StepBack
267,,,,,,,,301,YB DN,21:15,YB UP,22:02,47,0,335
267,,,,,,,,335,YB UP,22:02,DW UP,22:58,56,70,No StepBack
267,,,,,,,,302,DW UP,24:08,NFD,24:33,25,0,No StepBack
,,,,,,,,,,,,,
268,18:49,DW UP,NFD,24:59,03:59,06:10,Yes,303,DW UP,19:04,DW DN,19:56,52,32,313
268,,,,,,,,329,DW UP,20:28,DW DN,21:18,50,0,321
268,,,,,,,,321,DW DN,21:18,YB DN,22:14,56,64,No StepBack
268,,,,,,,,328,YB UP,23:18,DW UP,24:14,56,0,No StepBack
268,,,,,,,,328,DW UP,24:14,NFD,24:39,25,0,No StepBack
,,,,,,,,,,,,,
476,18:51,YB DN,YBD,25:13,04:24,06:22,Yes,333,YB DN,19:06,YB UP,20:39,93,33,317
476,,,,,,,,324,YB UP,21:12,DW UP,22:08,56,50,No StepBack
476,,,,,,,,326,DW DN,22:58,YB DN,23:54,56,0,No StepBack
476,,,,,,,,326,YB DN,23:54,VASI,24:11,17,2,No StepBack
476,,,,,,,,326,VASI,24:13,LN,24:28,15,0,No StepBack
476,,,,,,,,326,LN,24:28,YBD,24:53,25,0,No StepBack
,,,,,,,,,,,,,
269,18:54,DW UP,NFD,25:42,04:41,06:48,Yes,313,DW UP,19:09,DW DN,20:02,53,33,302
269,,,,,,,,306,DW DN,20:35,YB DN,21:31,56,0,No StepBack
269,,,,,,,,306,YB DN,21:31,NECC,22:10,39,10,No StepBack
269,,,,,,,,306,NECC,22:20,YB UP,22:58,38,59,No StepBack
269,,,,,,,,318,YB UP,23:57,DW UP,24:57,60,0,No StepBack
269,,,,,,,,318,DW UP,24:57,NFD,25:22,25,0,No StepBack
,,,,,,,,,,,,,
270,19:24,DW DN,NFD,26:00,04:29,06:36,Yes,331,DW DN,19:39,YB DN,20:35,56,0,No StepBack
270,,,,,,,,331,YB DN,20:35,YB UP,22:08,93,50,304
270,,,,,,,,306,YB UP,22:58,DW UP,23:54,56,0,No StepBack
270,,,,,,,,306,DW UP,23:54,DSTO,24:13,19,2,No StepBack
270,,,,,,,,306,DSTO,24:15,DW DN,24:33,18,42,No StepBack
270,,,,,,,,329,DW UP,25:15,NFD,25:40,25,0,No StepBack
,,,,,,,,,,,,,
271,19:39,DW UP,NFD,25:38,03:51,05:59,Yes,306,DW UP,19:54,DW DN,20:46,52,0,328
271,,,,,,,,328,DW DN,20:46,YB DN,21:42,56,58,No StepBack
271,,,,,,,,310,YB UP,22:40,DW UP,23:36,56,0,No StepBack
271,,,,,,,,310,DW UP,23:36,DSTO,23:55,19,6,No StepBack
271,,,,,,,,310,DSTO,24:01,DW DN,24:18,17,35,No StepBack
271,,,,,,,,336,DW UP,24:53,NFD,25:18,25,0,No StepBack
,,,,,,,,,,,,,
