,Rake Num,Start Station,Start Time,End Station,End Time,Direction,Service Time
430,716,MKPR,14:40,KKDA UP,15:17,UP,37
431,721,PBGW DN,14:40,IPE,15:39,DN,59
432,701,IPE,14:41,KKDA DN,14:47,DN,6
433,712,IPE,14:44,PBGW UP,15:44,UP,60
434,720,PBGW UP,14:44,MKPR,14:59,UP,15
435,723,MKPR,14:46,PBGW DN,15:00,DN,14
436,704,KKDA UP,14:47,IPE,14:54,UP,7
437,701,KKDA DN,14:47,MKPR,15:25,DN,38
438,718,MKPR,14:50,KKDA UP,15:27,UP,37
439,715,PBGW DN,14:50,IPE,15:49,DN,59
440,709,IPE,14:51,KKDA DN,14:57,DN,6
441,722,PBGW UP,14:54,MKPR,15:09,UP,15
442,704,IPE,14:54,PBGW UP,15:54,UP,60
443,707,MKPR,14:56,PBGW DN,15:10,DN,14
444,708,KKDA UP,14:57,IPE,15:04,UP,7
445,709,KKDA DN,14:57,MKPR,15:35,DN,38
446,723,PBGW DN,15:00,IPE,15:59,DN,59
447,720,MKPR,15:00,KKDA UP,15:37,UP,37
448,711,IPE,15:01,KKDA DN,15:07,DN,6
449,724,PBGW UP,15:04,MKPR,15:19,UP,15
450,708,IPE,15:04,PBGW UP,16:04,UP,60
451,717,MKPR,15:06,PBGW DN,15:20,DN,14
452,711,KKDA DN,15:07,MKPR,15:45,DN,38
453,714,KKDA UP,15:07,IPE,15:14,UP,7
454,703,IPE,15:09,KKDA DN,15:16,DN,7
455,707,PBGW DN,15:10,IPE,16:09,DN,59
456,722,MKPR,15:10,KKDA UP,15:47,UP,37
457,706,PBGW UP,15:14,MKPR,15:29,UP,15
458,714,IPE,15:14,PBGW UP,16:14,UP,60
459,705,MKPR,15:16,PBGW DN,15:30,DN,14
460,703,KKDA DN,15:16,MKPR,15:54,DN,38
461,716,KKDA UP,15:17,IPE,15:24,UP,7
462,713,IPE,15:19,KKDA DN,15:26,DN,7
463,717,PBGW DN,15:20,IPE,16:19,DN,59
464,724,MKPR,15:20,KKDA UP,15:57,UP,37
465,702,PBGW UP,15:24,MKPR,15:39,UP,15
466,716,IPE,15:24,PBGW UP,16:24,UP,60
467,701,MKPR,15:26,PBGW DN,15:40,DN,14
468,713,KKDA DN,15:26,MKPR,16:04,DN,38
469,718,KKDA UP,15:27,IPE,15:34,UP,7
470,719,IPE,15:29,KKDA DN,15:36,DN,7
471,705,PBGW DN,15:30,IPE,16:29,DN,59
472,706,MKPR,15:30,KKDA UP,16:07,UP,37
473,718,IPE,15:34,PBGW UP,16:34,UP,60
474,710,PBGW UP,15:34,MKPR,15:49,UP,15
475,719,KKDA DN,15:36,MKPR,16:14,DN,38
476,709,MKPR,15:36,PBGW DN,15:50,DN,14
477,720,KKDA UP,15:37,IPE,15:44,UP,7
478,721,IPE,15:39,KKDA DN,15:46,DN,7
479,702,MKPR,15:40,KKDA UP,16:17,UP,37
480,701,PBGW DN,15:40,IPE,16:39,DN,59
481,720,IPE,15:44,PBGW UP,16:44,UP,60
